city,iataCode,Airport name,Location,Country,isInternational
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
Afghanistan,652090,AF,AFG
