id,city,country_id,lat,lng,population,,country,,,,,,,,,,,,,,,,,,
317,Santorini,67,36.4071112,25.4566637,#N/A,,Greece,,,,,,,,,,,,,,,,,,
318,Shannon,82,52.7137,-8.8686,8781,,Ireland,,,,,,,,,,,,,,,,,,
319,Salamanca,166,20.5703,-101.1972,260759,,Spain,,,,,,,,,,,,,,,,,,
320,Santiago de Compostela,166,42.8805,-8.5457,92430,,Spain,,,,,,,,,,,,,,,,,,
321,Sevilla,166,37.3828,-5.9731,1212045,,Spain,,,,,,,,,,,,,,,,,,
322,Siauliai,101,55.9281,23.3167,107086,,Lithuania,,,,,,,,,,,,,,,,,,
323,Skopje,130,41.9833,21.4333,640000,,North Macedonia,,,,,,,,,,,,,,,,,,
325,Stavanger,131,58.9701,5.7333,129300,,Norway,,,,,,,,,,,,,,,,,,
326,Strasbourg,61,48.5833,7.7458,465069,,France,,,,,,,,,,,,,,,,,,
327,Split,42,43.51,16.45,178102,,Croatia,,,,,,,,,,,,,,,,,,
328,Sion,171,46.2304,7.3661,34708,,Switzerland,,,,,,,,,,,,,,,,,,
329,Stockholm,170,59.3294,18.0686,972647,,Sweden,,,,,,,,,,,,,,,,,,
330,Tirana,2,41.33,19.82,418495,,Albania,,,,,,,,,,,,,,,,,,
331,Thessaloniki,67,40.6333,22.95,315196,,Greece,,,,,,,,,,,,,,,,,,
332,Tenerife,166,28.217,-16.589,#N/A,,Spain,,,,,,,,,,,,,,,,,,
333,Treviso,84,45.6722,12.2422,83950,,Italy,,,,,,,,,,,,,,,,,,
334,Trieste,84,45.6361,13.8042,204338,,Italy,,,,,,,,,,,,,,,,,,
335,Turin,84,45.0667,7.7,870952,,Italy,,,,,,,,,,,,,,,,,,
336,Tel-Aviv,83,32.0833,34.8,451523,,Israel,,,,,,,,,,,,,,,,,,
337,Terceira Island,142,38.7211653,-27.217639,#N/A,,Portugal,,,,,,,,,,,,,,,,,,
338,Timisoara,144,45.7597,21.23,319279,,Romania,,,,,,,,,,,,,,,,,,
339,Trabzon,182,41.005,39.7225,807903,,Turkey,,,,,,,,,,,,,,,,,,
340,Tampere,60,61.4981,23.7608,225118,,Finland,,,,,,,,,,,,,,,,,,
341,Turku,60,60.4517,22.27,187604,,Finland,,,,,,,,,,,,,,,,,,
342,Toulouse,61,43.6045,1.444,968638,,France,,,,,,,,,,,,,,,,,,
343,Tivat,117,42.43,18.7,0,,Montenegro,,,,,,,,,,,,,,,,,,
344,Trollhattan,170,58.2827931,12.2908612,#N/A,,Sweden,,,,,,,,,,,,,,,,,,
345,Tallinn,56,59.4372,24.745,434562,,Estonia,,,,,,,,,,,,,,,,,,
346,Tartu,56,58.38,26.7225,93865,,Estonia,,,,,,,,,,,,,,,,,,
347,Umea,170,63.8256568,20.2630745,#N/A,,Sweden,,,,,,,,,,,,,,,,,,
348,Vienna,10,48.2083,16.3731,1840573,,Austria,,,,,,,,,,,,,,,,,,
349,Varna,26,43.2078,27.9169,369162,,Bulgaria,,,,,,,,,,,,,,,,,,
351,Valencia,166,10.1667,-68,1484430,,Spain,,,,,,,,,,,,,,,,,,
352,Valladolid,166,41.652,-4.7286,298412,,Spain,,,,,,,,,,,,,,,,,,
353,Venice,84,45.4397,12.3319,261905,,Italy,,,,,,,,,,,,,,,,,,
354,Verona,84,45.4386,10.9928,252520,,Italy,,,,,,,,,,,,,,,,,,
355,Ventspils,95,57.3897,21.5644,35362,,Latvia,,,,,,,,,,,,,,,,,,
356,Vilnius,101,54.6833,25.2833,574147,,Lithuania,,,,,,,,,,,,,,,,,,
357,Iasi,144,47.1622,27.5889,290422,,Romania,,,,,,,,,,,,,,,,,,
358,Vaxjo,170,56.8787183,14.8094385,#N/A,,Sweden,,,,,,,,,,,,,,,,,,
359,Visby,170,57.629,18.3071,24693,,Sweden,,,,,,,,,,,,,,,,,,
361,Weeze,65,51.6267298,6.2011559,#N/A,,Germany,,,,,,,,,,,,,,,,,,
362,Westerland,65,54.91,8.3075,9032,,Germany,,,,,,,,,,,,,,,,,,
363,Wilhelmshaven,65,53.5167,8.1333,76097,,Germany,,,,,,,,,,,,,,,,,,
364,Warsaw,141,52.2167,21.0333,1790658,,Poland,,,,,,,,,,,,,,,,,,
365,Wroclaw,141,51.1077,17.0353,638586,,Poland,,,,,,,,,,,,,,,,,,
366,Zweibruecken,65,49.248655,7.3641981,#N/A,,Germany,,,,,,,,,,,,,,,,,,
367,Zaragoza,166,41.6483,-0.883,649404,,Spain,,,,,,,,,,,,,,,,,,
368,Zagreb,42,45.8,15.95,790017,,Croatia,,,,,,,,,,,,,,,,,,
369,Zadar,42,44.1167,15.2167,75082,,Croatia,,,,,,,,,,,,,,,,,,
370,Zurich,171,47.3744489,8.5410422,#N/A,,Switzerland,,,,,,,,,,,,,,,,,,
371,Chisinau,114,47.0056,28.8575,685900,,Moldova,,,,,,,,,,,,,,,,,,
372,Minsk,16,53.9022,27.5618,2020600,,Belarus,,,,,,,,,,,,,,,,,,
373,Gomel,16,52.4417,30.9833,510300,,Belarus,,,,,,,,,,,,,,,,,,
374,Brest,16,52.0847,23.6569,339700,,Belarus,,,,,,,,,,,,,,,,,,
375,Vitebsk,16,55.1833,30.1667,364800,,Belarus,,,,,,,,,,,,,,,,,,
376,Hrodna,16,53.6667,23.8167,356900,,Belarus,,,,,,,,,,,,,,,,,,
377,Kiev,186,50.4500336,30.5241361,#N/A,,Ukraine,,,,,,,,,,,,,,,,,,
378,Kherson,186,46.6333,32.6,291428,,Ukraine,,,,,,,,,,,,,,,,,,
379,Chernivtsi,186,48.2908,25.9344,266550,,Ukraine,,,,,,,,,,,,,,,,,,
380,Odesa,186,46.4775,30.7326,1010783,,Ukraine,,,,,,,,,,,,,,,,,,
381,Zaporizhia,186,47.8507859,35.1182867,#N/A,,Ukraine,,,,,,,,,,,,,,,,,,
382,Vinnytsia,186,49.2372,28.4672,371855,,Ukraine,,,,,,,,,,,,,,,,,,
383,Lviv,186,49.8419,24.0315,724314,,Ukraine,,,,,,,,,,,,,,,,,,
384,Dnipro,186,48.45,34.9833,983836,,Ukraine,,,,,,,,,,,,,,,,,,
385,Kharkiv,186,50,36.2292,1446107,,Ukraine,,,,,,,,,,,,,,,,,,
386,Ivano-Frankivsk,186,48.9228,24.7106,236602,,Ukraine,,,,,,,,,,,,,,,,,,
387,Moscow,145,55.7558,37.6178,17125000,,Russia,,,,,,,,,,,,,,,,,,
388,Saint Petersburg,145,59.95,30.3167,5351935,,Russia,,,,,,,,,,,,,,,,,,
389,Sochi,145,43.5853,39.7203,411524,,Russia,,,,,,,,,,,,,,,,,,
390,Novosibirsk,145,55.0333,82.9167,1602915,,Russia,,,,,,,,,,,,,,,,,,
391,Ekaterinburg,145,56.8356,60.6128,1468833,,Russia,,,,,,,,,,,,,,,,,,
392,Krasnodar,145,45.0333,38.9833,881476,,Russia,,,,,,,,,,,,,,,,,,
393,Anapa,145,44.8944,37.3167,81447,,Russia,,,,,,,,,,,,,,,,,,
394,Kaliningrad,145,54.7167,20.5,475056,,Russia,,,,,,,,,,,,,,,,,,
395,Platov,145,49.093632,41.678822,#N/A,,Russia,,,,,,,,,,,,,,,,,,
396,Samara,145,53.1833,50.1167,1169719,,Russia,,,,,,,,,,,,,,,,,,
397,Irkutsk,145,52.2833,104.3,623736,,Russia,,,,,,,,,,,,,,,,,,
398,Krasnoyarsk,145,56.0167,92.8667,1083865,,Russia,,,,,,,,,,,,,,,,,,
399,Ufa,145,54.7333,55.9667,1115560,,Russia,,,,,,,,,,,,,,,,,,
400,Kazan,145,55.7908,49.1144,1243500,,Russia,,,,,,,,,,,,,,,,,,
401,Mineralnye Vody,145,44.2008,43.1125,74141,,Russia,,,,,,,,,,,,,,,,,,
402,Tyumen,145,57.15,65.5333,744554,,Russia,,,,,,,,,,,,,,,,,,
403,Khabarovsk,145,48.4833,135.0667,616242,,Russia,,,,,,,,,,,,,,,,,,
404,Surgut,145,61.25,73.4333,360590,,Russia,,,,,,,,,,,,,,,,,,
405,Vladivostok,145,43.1167,131.9,606589,,Russia,,,,,,,,,,,,,,,,,,
406,Yakutsk,145,62.0272,129.7319,307911,,Russia,,,,,,,,,,,,,,,,,,
407,Perm,145,58.0139,56.2489,1048005,,Russia,,,,,,,,,,,,,,,,,,
408,Chelyabinsk,145,55.15,61.4,1202371,,Russia,,,,,,,,,,,,,,,,,,
409,Novy Urengoy,145,66.089142,76.70356,#N/A,,Russia,,,,,,,,,,,,,,,,,,
410,Murmansk,145,68.9667,33.0833,298096,,Russia,,,,,,,,,,,,,,,,,,
411,Nizhniy Novgorod,145,56.3269,44.0075,1264075,,Russia,,,,,,,,,,,,,,,,,,
412,Volgograd,145,48.7,44.4833,1015586,,Russia,,,,,,,,,,,,,,,,,,
413,Yuzhno-Sakhalinsk,145,46.95,142.7333,194882,,Russia,,,,,,,,,,,,,,,,,,
414,Arkhangelsk,145,64.55,40.5333,351488,,Russia,,,,,,,,,,,,,,,,,,
415,Omsk,145,54.9667,73.3833,1178391,,Russia,,,,,,,,,,,,,,,,,,
416,Makhachkala,145,42.9833,47.4833,592976,,Russia,,,,,,,,,,,,,,,,,,
417,Gelendzik,145,44.5608,38.0767,77212,,Russia,,,,,,,,,,,,,,,,,,
418,Petropavlovsk-Kamchatsky,145,53.0167,158.65,181216,,Russia,,,,,,,,,,,,,,,,,,
419,Naberezhnye Chelny,145,55.7,52.3333,529797,,Russia,,,,,,,,,,,,,,,,,,
420,Tomsk,145,56.4886,84.9522,572740,,Russia,,,,,,,,,,,,,,,,,,
421,Nizhnevartovsk,145,60.9389,76.595,274575,,Russia,,,,,,,,,,,,,,,,,,
422,Orenburg,145,51.7667,55.1,564443,,Russia,,,,,,,,,,,,,,,,,,
423,Voronezh,145,51.6717,39.2106,1047549,,Russia,,,,,,,,,,,,,,,,,,
424,Syktyvkar,145,61.6667,50.8167,245313,,Russia,,,,,,,,,,,,,,,,,,
425,Barnaul,145,53.3567,83.7872,633301,,Russia,,,,,,,,,,,,,,,,,,
426,Astrakhan,145,46.3333,48.0167,532504,,Russia,,,,,,,,,,,,,,,,,,
427,Norilsk,145,69.3333,88.2167,177428,,Russia,,,,,,,,,,,,,,,,,,
428,Belgorod,145,50.6,36.6,391135,,Russia,,,,,,,,,,,,,,,,,,
429,Salehard,145,66.5333,66.6333,48507,,Russia,,,,,,,,,,,,,,,,,,
430,Chita,145,52.0333,113.5,347088,,Russia,,,,,,,,,,,,,,,,,,
431,Izhevsk,145,56.85,53.2167,646277,,Russia,,,,,,,,,,,,,,,,,,
432,Khanty-Mansiysk,145,61,69,98692,,Russia,,,,,,,,,,,,,,,,,,
433,Saratov,145,51.5333,46,845300,,Russia,,,,,,,,,,,,,,,,,,
434,Stavropol,145,45.05,41.9833,433577,,Russia,,,,,,,,,,,,,,,,,,
437,Kemerovo,145,55.3333,86.0667,556920,,Russia,,,,,,,,,,,,,,,,,,
438,Abakan,145,53.7167,91.4167,181709,,Russia,,,,,,,,,,,,,,,,,,
439,Grozny,145,43.3125,45.6986,#N/A,,Russia,,,,,,,,,,,,,,,,,,
441,Vladikavkaz,145,43.0167,44.65,306978,,Russia,,,,,,,,,,,,,,,,,,
442,Ulyanovsk,145,54.3167,48.3667,624518,,Russia,,,,,,,,,,,,,,,,,,
444,Penza,145,53.2,45,523726,,Russia,,,,,,,,,,,,,,,,,,
445,Saransk,145,54.1833,45.1833,314789,,Russia,,,,,,,,,,,,,,,,,,
446,Nadym,145,65.5333,72.5167,44940,,Russia,,,,,,,,,,,,,,,,,,
447,Magnitogorsk,145,53.3833,59.0333,418241,,Russia,,,,,,,,,,,,,,,,,,
448,Rostov on Don,145,47.2333,39.7167,1125299,,Russia,,,,,,,,,,,,,,,,,,
449,Cheboksary,145,56.1333,47.25,489498,,Russia,,,,,,,,,,,,,,,,,,
451,Nalchik,145,43.4833,43.6167,265162,,Russia,,,,,,,,,,,,,,,,,,
452,Cherepovets,145,59.1333,37.9167,318856,,Russia,,,,,,,,,,,,,,,,,,
453,Magas,145,43.1667,44.8167,10333,,Russia,,,,,,,,,,,,,,,,,,
454,Kirov,145,58.6,49.65,501468,,Russia,,,,,,,,,,,,,,,,,,
455,Naryan-Mar,145,67.6378,53.0067,24775,,Russia,,,,,,,,,,,,,,,,,,
456,Bratsk,145,56.1667,101.6167,231602,,Russia,,,,,,,,,,,,,,,,,,
457,Elista,145,46.3167,44.2667,103132,,Russia,,,,,,,,,,,,,,,,,,
458,Gorno-Altaysk,145,51.96,85.96,63214,,Russia,,,,,,,,,,,,,,,,,,
460,Tambov,145,52.7167,41.4333,290365,,Russia,,,,,,,,,,,,,,,,,,
461,Vorkuta,145,67.5,64.0333,56088,,Russia,,,,,,,,,,,,,,,,,,
462,Neryungri,145,56.6583,124.725,57009,,Russia,,,,,,,,,,,,,,,,,,
463,Ivanovo,145,57,41,406933,,Russia,,,,,,,,,,,,,,,,,,
464,Anadyr,145,64.7333,177.5167,15604,,Russia,,,,,,,,,,,,,,,,,,
465,Kursk,145,51.7372,36.1872,449063,,Russia,,,,,,,,,,,,,,,,,,
466,Kogalym,145,62.26798,74.4889068,#N/A,,Russia,,,,,,,,,,,,,,,,,,
467,Kurgan,145,55.4408,65.3411,322042,,Russia,,,,,,,,,,,,,,,,,,
468,Petrozavodsk,145,61.7833,34.35,278551,,Russia,,,,,,,,,,,,,,,,,,
469,Orsk,145,51.2145,58.5441,230414,,Russia,,,,,,,,,,,,,,,,,,
471,Kaluga,145,54.5333,36.2667,341892,,Russia,,,,,,,,,,,,,,,,,,
472,Okha,145,53.5833,142.9333,20715,,Russia,,,,,,,,,,,,,,,,,,
473,Briansk,145,53.2423778,34.3668288,#N/A,,Russia,,,,,,,,,,,,,,,,,,
475,Kyzyl,145,51.7167,94.45,116015,,Russia,,,,,,,,,,,,,,,,,,
476,Tiksi,145,71.6269,128.835,5700,,Russia,,,,,,,,,,,,,,,,,,
477,Yaroslavl,145,57.6167,39.85,608079,,Russia,,,,,,,,,,,,,,,,,,
478,Pevek,145,69.7,170.3167,4053,,Russia,,,,,,,,,,,,,,,,,,
480,Velikij Ustyug,145,60.7589,46.3039,31806,,Russia,,,,,,,,,,,,,,,,,,
481,Aldan,145,58.6,125.3833,20595,,Russia,,,,,,,,,,,,,,,,,,
483,Beloyarsky,145,63.7156353,66.6667691,#N/A,,Russia,,,,,,,,,,,,,,,,,,
484,Bodaybo,145,57.8506,114.1933,12316,,Russia,,,,,,,,,,,,,,,,,,
485,Ust-Kut,145,56.780561,105.7489287,#N/A,,Russia,,,,,,,,,,,,,,,,,,
486,Usinsk,145,65.9998,57.5414,38376,,Russia,,,,,,,,,,,,,,,,,,
487,Nyagan,145,62.1333,65.3833,58335,,Russia,,,,,,,,,,,,,,,,,,
489,Lensk,145,60.7167,114.9,23479,,Russia,,,,,,,,,,,,,,,,,,
490,Batagay,145,67.656,134.635,4266,,Russia,,,,,,,,,,,,,,,,,,
491,Uraj,145,60.1333,64.7833,#N/A,,Russia,,,,,,,,,,,,,,,,,,
492,Nikolaevsk-na-Amure,145,53.15,140.7333,#N/A,,Russia,,,,,,,,,,,,,,,,,,
493,Berezovo,145,54.0930506,39.2975747,#N/A,,Russia,,,,,,,,,,,,,,,,,,
494,Bugulma,145,54.5333,52.7833,86085,,Russia,,,,,,,,,,,,,,,,,,
498,Belaya Gora,145,68.53701,146.187286,#N/A,,Russia,,,,,,,,,,,,,,,,,,
499,Mendeleyevo,145,56.036856,37.2333009,#N/A,,Russia,,,,,,,,,,,,,,,,,,
501,Lipetsk,145,52.6167,39.6,510439,,Russia,,,,,,,,,,,,,,,,,,
502,Nyurba,145,63.2833,118.3333,9786,,Russia,,,,,,,,,,,,,,,,,,
504,Ust-Maya,145,60.4566,134.5433,3062,,Russia,,,,,,,,,,,,,,,,,,
505,Iturup,145,44.9906085,147.8382321,#N/A,,Russia,,,,,,,,,,,,,,,,,,
507,Keperveyem,145,67.8415768,166.1428991,#N/A,,Russia,,,,,,,,,,,,,,,,,,
508,Deputatsky,145,69.3396494,139.9468635,#N/A,,Russia,,,,,,,,,,,,,,,,,,
510,Ust-Nera,145,64.5666,143.2,9148,,Russia,,,,,,,,,,,,,,,,,,
512,Terney,145,45.0504046,136.6137293,#N/A,,Russia,,,,,,,,,,,,,,,,,,
513,Olenyok,145,68.525,112.45,10,,Russia,,,,,,,,,,,,,,,,,,
514,Cherskiy,145,68.7501,161.33,3707,,Russia,,,,,,,,,,,,,,,,,,
515,Kavalerovo,145,44.2702,135.0498,18657,,Russia,,,,,,,,,,,,,,,,,,
516,Igarka,145,67.4667,86.5667,4975,,Russia,,,,,,,,,,,,,,,,,,
517,Igrim,145,63.1933,64.4194,9545,,Russia,,,,,,,,,,,,,,,,,,
519,Ust-Kuyga,145,70.00177,135.549835,#N/A,,Russia,,,,,,,,,,,,,,,,,,
520,Hatanga,145,72.0411,102.465,3205,,Russia,,,,,,,,,,,,,,,,,,
521,Dalnegorsk,145,44.5539,135.5661,37519,,Russia,,,,,,,,,,,,,,,,,,
522,Nogliki,145,51.8333,143.1667,10098,,Russia,,,,,,,,,,,,,,,,,,
523,Chokurdah,145,70.6183,147.8946,2506,,Russia,,,,,,,,,,,,,,,,,,
526,Tynda,145,55.15,124.7167,33061,,Russia,,,,,,,,,,,,,,,,,,
528,Podkamennaya Tunguska,145,61.5995,90.1236,10,,Russia,,,,,,,,,,,,,,,,,,
529,Zhigansk,145,66.7697,123.3711,3237,,Russia,,,,,,,,,,,,,,,,,,
530,Dikson,145,73.507,80.5451,1113,,Russia,,,,,,,,,,,,,,,,,,
531,Verkhnevilyuysk,145,63.4457,120.3167,6341,,Russia,,,,,,,,,,,,,,,,,,
532,Vilyuysk,145,63.75,121.6167,11095,,Russia,,,,,,,,,,,,,,,,,,
533,Dalnerechensk,145,45.9333,133.7333,26378,,Russia,,,,,,,,,,,,,,,,,,
534,Svetlaya,145,65.2215948,41.0060242,#N/A,,Russia,,,,,,,,,,,,,,,,,,
535,Komsomolsk Na Amure,145,50.550877,137.020782,#N/A,,Russia,,,,,,,,,,,,,,,,,,
538,Plastun,145,44.7589818,136.286379,#N/A,,Russia,,,,,,,,,,,,,,,,,,
539,Kotlas,145,61.25,46.65,61805,,Russia,,,,,,,,,,,,,,,,,,
540,Gagra,64,43.28,40.27,,,Georgia,,,,,,,,,,,,,,,,,,
541,New Athos,64,43.09,40.81,,,Georgia,,,,,,,,,,,,,,,,,,
542,Sukhumi,64,43,41,,,Georgia,,,,,,,,,,,,,,,,,,
543,Ukhta,145,63.5667,53.7,97087,,Russia,,,,,,,,,,,,,,,,,,
546,Pristina,91,42.6667,21.1667,204725,,Kosovo,,,,,,,,,,,,,,,,,,
547,Thimphu,20,27.4833,89.6333,104000,,Bhutan,,,,,,,,,,,,,,,,,,
548,Ulaanbaatar,116,47.9203,106.9172,1396288,,Mongolia,,,,,,,,,,,,,,,,,,
550,Agartala ,78,23.8333,91.2667,522613,,India,,,,,,,,,,,,,,,,,,
551,Agra ,78,27.18,78.02,1585705,,India,,,,,,,,,,,,,,,,,,
552,Ahmedabad ,78,23.03,72.58,7410000,,India,,,,,,,,,,,,,,,,,,
553,Aizawl ,78,23.7104,92.72,283021,,India,,,,,,,,,,,,,,,,,,
554,Allahabad ,78,25.455,81.84,1201000,,India,,,,,,,,,,,,,,,,,,
555,Amritsar ,78,31.6167,74.85,1132383,,India,,,,,,,,,,,,,,,,,,
556,Aurangabad ,78,19.88,75.32,1371330,,India,,,,,,,,,,,,,,,,,,
557,Bagdogra ,78,26.6988847,88.3200303,#N/A,,India,,,,,,,,,,,,,,,,,,
558,Belgaum ,78,15.8667,74.5,488157,,India,,,,,,,,,,,,,,,,,,
560,Bhavnagar ,78,21.7718836,72.1416449,#N/A,,India,,,,,,,,,,,,,,,,,,
561,Bhopal ,78,23.25,77.4167,1883381,,India,,,,,,,,,,,,,,,,,,
562,Bhubaneswar ,78,20.2667774,85.8435592,#N/A,,India,,,,,,,,,,,,,,,,,,
563,Bhuj ,78,23.2504,69.81,289429,,India,,,,,,,,,,,,,,,,,,
564,Bikaner ,78,28.0159286,73.3171367,#N/A,,India,,,,,,,,,,,,,,,,,,
565,Chandigarh ,78,30.7353,76.7911,1026459,,India,,,,,,,,,,,,,,,,,,
566,Coimbatore ,78,11,76.9667,959823,,India,,,,,,,,,,,,,,,,,,
567,Dehradun ,78,30.318,78.029,578420,,India,,,,,,,,,,,,,,,,,,
568,Dharamsala ,78,32.2167,76.3167,19034,,India,,,,,,,,,,,,,,,,,,
569,Dibrugarh ,78,27.4833,95,154019,,India,,,,,,,,,,,,,,,,,,
570,Dimapur ,78,25.9135914,93.7283707,#N/A,,India,,,,,,,,,,,,,,,,,,
571,Diu ,78,20.7197,70.9904,23779,,India,,,,,,,,,,,,,,,,,,
572,Gaya ,78,24.75,85.0167,474093,,India,,,,,,,,,,,,,,,,,,
573,Chicalim,78,15.3944786,73.8622326,#N/A,,India,,,,,,,,,,,,,,,,,,
574,Gorakhpur ,78,26.7611,83.3667,673446,,India,,,,,,,,,,,,,,,,,,
575,Guwahati ,78,26.1667,91.7667,957352,,India,,,,,,,,,,,,,,,,,,
576,Gwalior ,78,26.215,78.1931,1101981,,India,,,,,,,,,,,,,,,,,,
577,Hubli ,78,15.36,75.125,890000,,India,,,,,,,,,,,,,,,,,,
578,Hyderabad  ,78,17.3667,78.4667,9746000,,India,,,,,,,,,,,,,,,,,,
579,Imphal ,78,24.82,93.95,268243,,India,,,,,,,,,,,,,,,,,,
580,Indore ,78,22.7206,75.8472,2201927,,India,,,,,,,,,,,,,,,,,,
581,Jabalpur ,78,23.1667,79.9333,1267564,,India,,,,,,,,,,,,,,,,,,
582,Jaisalmer ,78,26.9167,70.9167,65471,,India,,,,,,,,,,,,,,,,,,
583,Jalgaon ,78,21.0167,75.5667,460468,,India,,,,,,,,,,,,,,,,,,
584,Jammu ,78,32.7333,74.85,502197,,India,,,,,,,,,,,,,,,,,,
585,Jamnagar ,78,22.47,70.07,479920,,India,,,,,,,,,,,,,,,,,,
586,Jodhpur ,78,26.2918,73.0168,995000,,India,,,,,,,,,,,,,,,,,,
587,Jorhat ,78,26.75,94.2167,69033,,India,,,,,,,,,,,,,,,,,,
588,Kadapa ,78,14.4752936,78.8216861,#N/A,,India,,,,,,,,,,,,,,,,,,
589,Kandla ,78,32.6912634,76.0696792,#N/A,,India,,,,,,,,,,,,,,,,,,
590,Kanpur ,78,26.4609135,80.3217588,#N/A,,India,,,,,,,,,,,,,,,,,,
591,Kazi Nazrul Islam ,78,23.6247865,87.2411693,#N/A,,India,,,,,,,,,,,,,,,,,,
592,Khajuraho ,78,24.85,79.9333,24481,,India,,,,,,,,,,,,,,,,,,
593,Kochi  ,78,9.9667,76.2833,677381,,India,,,,,,,,,,,,,,,,,,
594,Kolhapur ,78,16.7,74.2333,750000,,India,,,,,,,,,,,,,,,,,,
595,Kozhikode ,78,11.2586082,75.7788735,#N/A,,India,,,,,,,,,,,,,,,,,,
596,Kulu ,78,31.96,77.1,18536,,India,,,,,,,,,,,,,,,,,,
597,Leh ,78,34.1642029,77.5848133,#N/A,,India,,,,,,,,,,,,,,,,,,
599,Lucknow ,78,26.847,80.947,3382000,,India,,,,,,,,,,,,,,,,,,
600,Ludhiana ,78,30.9083,75.8486,1649000,,India,,,,,,,,,,,,,,,,,,
601,Madurai ,78,9.9197,78.1194,1561129,,India,,,,,,,,,,,,,,,,,,
602,Mangalore ,78,12.8703,74.8806,623841,,India,,,,,,,,,,,,,,,,,,
603,Mysore ,78,12.3086,76.6531,1014227,,India,,,,,,,,,,,,,,,,,,
604,Nagpur ,78,21.1539,79.0831,2405665,,India,,,,,,,,,,,,,,,,,,
605,Nanded ,78,19.15,77.3333,623708,,India,,,,,,,,,,,,,,,,,,
606,Nasik ,78,20,73.7833,1486053,,India,,,,,,,,,,,,,,,,,,
607,Pantnagar ,78,29.0264162,79.4859989,#N/A,,India,,,,,,,,,,,,,,,,,,
608,Pasighat ,78,28.0589676,95.3324944,#N/A,,India,,,,,,,,,,,,,,,,,,
609,Patna ,78,25.61,85.1414,1684222,,India,,,,,,,,,,,,,,,,,,
610,Porbandar ,78,21.6425,69.6047,234684,,India,,,,,,,,,,,,,,,,,,
611,Port blair ,78,11.6667,92.75,127562,,India,,,,,,,,,,,,,,,,,,
612,Puducherry ,78,11.93,79.83,227411,,India,,,,,,,,,,,,,,,,,,
613,Pune ,78,18.5196,73.8553,7764000,,India,,,,,,,,,,,,,,,,,,
614,Raipur ,78,21.2379,81.6337,1010087,,India,,,,,,,,,,,,,,,,,,
615,Rajahmundry ,78,16.9833,81.7833,341831,,India,,,,,,,,,,,,,,,,,,
616,Rajkot ,78,22.2969,70.7984,1335397,,India,,,,,,,,,,,,,,,,,,
617,Ranchi ,78,23.3556,85.3347,1073440,,India,,,,,,,,,,,,,,,,,,
618,Salem  ,78,11.65,78.1667,693236,,India,,,,,,,,,,,,,,,,,,
619,Shillong ,78,25.5744,91.8789,143229,,India,,,,,,,,,,,,,,,,,,
620,Shimla ,78,31.1033,77.1722,206575,,India,,,,,,,,,,,,,,,,,,
621,Shirdi ,78,24.7904,92.79,152393,,India,,,,,,,,,,,,,,,,,,
622,Silchar ,78,24.7904,92.79,152393,,India,,,,,,,,,,,,,,,,,,
623,Srinagar ,78,34.0911,74.8061,1180570,,India,,,,,,,,,,,,,,,,,,
624,Surat ,78,21.17,72.83,5807000,,India,,,,,,,,,,,,,,,,,,
625,Tezpur ,78,26.6338,92.8,58851,,India,,,,,,,,,,,,,,,,,,
626,Thiruvananthapuram ,78,8.5,76.8997,743691,,India,,,,,,,,,,,,,,,,,,
627,Tiruchirapalli ,78,10.7620859,78.712771,#N/A,,India,,,,,,,,,,,,,,,,,,
628,Tirupati ,78,13.65,79.42,287482,,India,,,,,,,,,,,,,,,,,,
629,Tuticorin ,78,8.7833,78.1333,436094,,India,,,,,,,,,,,,,,,,,,
630,Udaipur ,78,24.5833,73.6833,451100,,India,,,,,,,,,,,,,,,,,,
631,Vadodara ,78,22.3,73.2,2065771,,India,,,,,,,,,,,,,,,,,,
632,Varanasi ,78,25.3189,83.0128,1198491,,India,,,,,,,,,,,,,,,,,,
633,Vidyanagar ,78,15.3638384,75.1275701,#N/A,,India,,,,,,,,,,,,,,,,,,
634,Vijayawada ,78,16.5087586,80.6185102,#N/A,,India,,,,,,,,,,,,,,,,,,
635,Visakhapatnam ,78,17.7333,83.3167,2035922,,India,,,,,,,,,,,,,,,,,,
636,Chiang Mai ,176,18.7882778,98.9868056,#N/A,,Thailand,,,,,,,,,,,,,,,,,,
637,Hat Yai ,176,7.0026257,100.4577414,#N/A,,Thailand,,,,,,,,,,,,,,,,,,
638,Koh Samui,176,9.5013944,99.9956193,#N/A,,Thailand,,,,,,,,,,,,,,,,,,
639,Udon Thani ,176,17.4164,102.75,130274,,Thailand,,,,,,,,,,,,,,,,,,
640,Chiang Rai ,176,19.9094,99.8275,70610,,Thailand,,,,,,,,,,,,,,,,,,
641,Khon Kaen ,176,16.4297,102.8297,115928,,Thailand,,,,,,,,,,,,,,,,,,
642,Surat Thani ,176,9.1397,99.3306,130703,,Thailand,,,,,,,,,,,,,,,,,,
643,Ubon Ratchathani ,176,15.2281,104.8594,79023,,Thailand,,,,,,,,,,,,,,,,,,
644,Nakhon Si Thammarat ,176,8.4333,99.9667,106322,,Thailand,,,,,,,,,,,,,,,,,,
645,Phitsanulok ,176,16.8158,100.2636,70871,,Thailand,,,,,,,,,,,,,,,,,,
646,Trang ,176,7.5561,99.6114,60591,,Thailand,,,,,,,,,,,,,,,,,,
647,Roi Et ,176,16.0578,103.6514,35219,,Thailand,,,,,,,,,,,,,,,,,,
